DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1980,642.224,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1981,649.25,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1982,655.112,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1983,662.412,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1984,671.373,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1985,682.109,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1986,694.25,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1987,707.762,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1988,722.69,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1989,739.735,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1990,758.106,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1991,772.655,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1992,783.705,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1993,795.179,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1994,807.115,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1995,819.226,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1996,831.269,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1997,843.341,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1998,855.409,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,1999,866.649,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2000,878.36,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2001,893.001,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2002,909.639,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2003,926.721,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2004,945.989,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2005,969.313,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_TOT: Total population,_T: Total,2006,994.564,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
